time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-29T17:55:26.000Z,61.288,-146.9355,30.8,2.5,ml,,,,0.43,ak,ak13612070,2016-06-04T02:36:18.670Z,"36km WNW of Valdez, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-05-29T17:49:34.200Z,17.9733,-68.6265,75,3.3,Md,10,248.4,1.16421661,0.21,pr,pr16150002,2016-05-29T18:03:06.842Z,"44km S of Boca de Yuma, Dominican Republic",earthquake,2.7,4.9,0,10,reviewed,pr,pr
2016-05-29T17:18:33.430Z,27.9193,55.1514,38.86,4.4,mb,,117,3.108,0.88,us,us20005z1m,2016-05-29T19:52:49.544Z,"83km ENE of Lar, Iran",earthquake,11.8,10.9,0.139,15,reviewed,us,us
2016-05-29T16:44:50.010Z,12.6342,-89.2702,10,4.6,mb,,171,1.047,0.96,us,us20005z1h,2016-05-29T19:31:37.825Z,"94km S of La Libertad, El Salvador",earthquake,8.3,1.9,0.047,137,reviewed,us,us
2016-05-29T16:20:00.940Z,17.1761,146.2103,102.01,4.5,mb,,78,1.966,0.69,us,us20005z1a,2016-05-29T18:23:01.944Z,"107km NNE of Anatahan, Northern Mariana Islands",earthquake,8.6,6.7,0.051,114,reviewed,us,us
2016-05-29T15:31:22.970Z,24.2675,125.1904,38.51,4.6,mb,,121,1.997,1.13,us,us20005z18,2016-05-29T17:20:24.284Z,"59km S of Hirara, Japan",earthquake,9.7,8.2,0.071,59,reviewed,us,us
2016-05-29T15:24:46.820Z,33.6156667,-118.0095,12.19,2.68,ml,91,92,0.08822,0.26,ci,ci37578064,2016-05-31T18:14:04.630Z,"8km W of Newport Beach, CA",earthquake,0.28,0.6,0.158,160,reviewed,ci,ci
2016-05-29T15:15:38.440Z,-13.3515,-142.4152,10,4.5,mb,,137,4.992,0.6,us,us20005z15,2016-05-29T16:56:35.040Z,"Tuamotu Archipelago, French Polynesia region",earthquake,15.3,1.9,0.049,125,reviewed,us,us
2016-05-29T14:22:38.000Z,60.051,-153.864,177,2.6,ml,,,,0.57,ak,ak13611688,2016-06-04T02:36:11.743Z,"67km ENE of Old Iliamna, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-05-29T14:16:13.360Z,-20.4822,-69.4522,86.3,4.1,mb,,61,0.44,0.69,us,us20005z0t,2016-05-29T15:15:50.739Z,"77km ESE of Iquique, Chile",earthquake,5.8,6.5,0.198,7,reviewed,us,us
2016-05-29T11:37:13.300Z,32.8916,-100.8581,2.37,2.6,mb_lg,,95,1.058,0.44,us,us20005z0h,2016-05-29T11:51:28.282Z,"20km NNE of Snyder, Texas",earthquake,4.9,7.3,0.071,52,reviewed,us,us
2016-05-29T11:16:39.000Z,54.0377,-164.7105,47.1,2.8,ml,19,179.999985600001,,0.43,ak,ak13611663,2016-06-04T02:38:16.642Z,"70km E of Akutan, Alaska",earthquake,2.2,1.6,,,reviewed,ak,ak
2016-05-29T10:52:57.000Z,60.1421,-140.349,1,2.8,ml,,,,0.63,ak,ak13611651,2016-06-04T02:37:08.015Z,"74km NNW of Yakutat, Alaska",earthquake,0.2,,,,reviewed,ak,ak
2016-05-29T09:44:24.000Z,59.2589,-153.7872,125.9,2.6,ml,,,,0.46,ak,ak13611637,2016-06-04T02:36:04.337Z,"84km SE of Old Iliamna, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-05-29T08:27:34.690Z,32.1021667,-115.174,23.87,3.49,mlr,19,254,0.2167,0.28,ci,ci37577944,2016-05-31T14:24:44.180Z,"14km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.18,0.95,0.186,276,reviewed,ci,ci
2016-05-29T06:45:59.910Z,36.0551,70.8097,92.05,4.5,mb,,81,1.622,0.78,us,us20005z01,2016-05-29T07:21:17.154Z,"4km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,6.3,6.5,0.06,80,reviewed,us,us
2016-05-29T06:34:13.930Z,-20.4974,-63.2433,562.89,4.3,mb,,43,5.198,0.9,us,us20005yzy,2016-05-29T06:51:56.741Z,"9km SSE of Boyuibe, Bolivia",earthquake,10.8,6.9,0.038,196,reviewed,us,us
2016-05-29T05:58:39.120Z,10.6169,-40.9928,10,5,mb,,43,17.105,0.73,us,us20005yzt,2016-05-29T06:23:30.881Z,"Northern Mid-Atlantic Ridge",earthquake,10.9,1.9,0.027,428,reviewed,us,us
2016-05-29T05:23:10.660Z,36.2786,3.5091,10,4.2,mb,,96,3.842,1.16,us,us20005yzj,2016-05-29T06:12:24.532Z,"14km W of Ain Bessem, Algeria",earthquake,6.4,1.8,0.107,24,reviewed,us,us
2016-05-29T05:22:09.030Z,35.0454,142.4101,10,4.5,mb,,177,2.16,0.65,us,us20005yzk,2016-05-29T08:54:22.911Z,"162km ESE of Hasaki, Japan",earthquake,3,2,0.145,14,reviewed,us,us
2016-05-29T05:10:48.040Z,20.4756,120.3505,10,4.4,mb,,77,2.427,1.02,us,us20005yzh,2016-05-29T05:42:19.667Z,"159km W of Sabtang, Philippines",earthquake,7.7,1.9,0.074,53,reviewed,us,us
